# SECTION	MAX_STABLE_HV [V]
1		-1
2		500
3		460
4		470
5		510
6		510
7		490
8		490
9		460
10		490
11		490
12		470
13		520
14		440
15		500
16		480
17		490
18		450
19		470
20		520
21		500
22		480
23		520
24		520
25		490
26		490
27		490
28		490
29		460
30		470
31		480
